MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo
367688340,2017-12-12T00:00:00,40.43615,-80.00756,0.0,360.0,511.0,THREE RIVERS QUEEN,,WDI3440,1012,15,26.73,9.1,,
366917530,2017-12-12T00:00:00,41.63332,-70.90690,0.1,70.0,266.0,SANKATY,IMO8108030,WCE6015,1012,0,71.63,15.85,,
366986220,2017-12-12T00:00:01,36.35670,-75.72829,6.9,164.1,511.0,CHRISMAR,IMO7733034,WDB9995,1001,,22.19,7.04,,
366999701,2017-12-12T00:00:00,28.41585,-80.62222,0.0,330.8,511.0,CG MORAY,,NJPZ,1018,0,26.52,5.79,,
366990040,2017-12-12T00:00:00,29.96248,-92.74506,0.0,291.0,280.0,KACIE LUHR,,WDC2252,1025,0,23.16,10.7,,31
369629000,2017-12-12T00:00:01,21.30941,-157.86996,0.0,360.0,511.0,MAJESTIC,IMO8986016,WDI7186,1012,0,45.11,9.14,,
366999508,2017-12-12T00:00:00,27.81091,-97.29637,8.9,270.2,267.0,CG MALLET,,NJEB,1018,5,22.86,6.71,,
367583480,2017-12-12T00:00:01,30.07984,-93.28093,5.9,297.1,297.0,MARY ROBERTS,,WDG9020,1025,0,26.15,9.8,,
368549000,2017-12-12T00:00:01,30.32344,-81.62622,0.0,262.4,511.0,SIGNET LIGHTNING,IMO8969305,WDH4885,1025,0,37.85,12.19,,
367638240,2017-12-12T00:00:01,39.62488,-91.23675,6.8,133.0,511.0,DAVID L FIELDS,,WDH6464,1025,0,40.87,14.6,,32
367692910,2017-12-12T00:00:01,40.80024,-91.09788,0.0,360.0,511.0,BURLINGTON,,WDI3883,1025,0,17.07,,,
367590860,2017-12-12T00:00:01,32.83346,-79.94279,0.0,196.0,248.0,SUN CHIEF,IMO8971566,WDG9758,1025,0,19.51,,,
367653030,2017-12-12T00:00:00,29.83300,-91.82467,3.2,112.5,105.0,NATIVE DANCER,,WDH7934,1025,0,23.16,9.1,,
351257000,2017-12-12T00:00:01,34.26818,-120.11209,12.4,285.6,283.0,DEVON BAY,IMO9622849,3FBE5,1004,0,189.99,32.25,,
367349170,2017-12-12T00:00:02,40.54080,-74.25399,0.0,294.5,511.0,EASTERN DAWN,,WDE4132,1025,15,15.7,6.7,,
367481590,2017-12-12T00:00:02,38.18524,-90.33041,4.4,141.5,511.0,ERNIE T WELLHAUSEN,,WDF7150,1025,15,19.81,7.9,,
367685950,2017-12-12T00:00:02,29.91465,-90.07724,0.0,243.8,247.0,CATHERINE MAUREEN,,WDI3210,1025,15,29.26,,,
338206593,2017-12-12T00:00:02,38.53860,-90.25593,0.0,7.0,511.0,WENDY ANN,,,1025,0,21.24,,,
316014060,2017-12-12T00:00:02,43.81850,-77.01900,14.5,248.0,248.0,ALGOMA STRONGFIELD,IMO9613953,CFG8305,1004,0,225.55,,,
367155810,2017-12-12T00:00:03,30.17798,-88.31594,2.8,273.4,511.0,OUR MOTHER,IMO8940426,WDD5260,1001,15,27.43,7.92,,
367010420,2017-12-12T00:00:03,41.25723,-72.03090,0.0,234.8,50.0,RACE POINT,,WDI5671,1012,0,49.38,10.1,,
367582980,2017-12-12T00:00:03,40.57991,-80.23519,0.0,360.0,511.0,DUQUESNE,,WDG8973,1025,0,18.93,4.9,,
367517960,2017-12-12T00:00:02,29.86328,-89.97697,8.7,192.3,511.0,MISS RACHEL,,WDG2665,1025,0,18.29,6.1,,
366715730,2017-12-12T00:00:04,40.68212,-74.01128,0.3,230.5,511.0,QUEEN OF HEARTS,,WDJ7357,1012,0,27.43,9.8,,
538006556,2017-12-12T00:00:03,46.37644,-125.02218,13.4,105.5,109.0,SEA RISING,IMO9642526,V7OK8,1004,0,225,32.26,,
367011410,2017-12-12T00:00:05,59.60560,-151.42552,0.0,0.0,511.0,KUSTATAN,IMO8856510,WAJ6882,1001,0,26.76,8.53,,
338199855,2017-12-12T00:00:05,21.31329,-157.86715,0.0,360.0,511.0,AHUA POINT,,,1013,0,,,,
367653490,2017-12-12T00:00:05,24.56068,-81.72268,0.1,11.6,511.0,CHRISTI C,,WDH7980,1025,15,20.12,,,
367729530,2017-12-12T00:00:05,38.40064,-82.56024,0.0,360.0,511.0,RAVEN,,WDI7520,1025,7,15.85,,,
367001510,2017-12-12T00:00:06,29.94010,-90.35582,0.0,293.4,511.0,PEARL C EYMARD,,WDC3017,1025,15,16,6.7,,
367006810,2017-12-12T00:00:05,30.38762,-91.21668,0.0,293.4,511.0,MIKE MCCASKILL,,WDC3367,1025,15,14.9,6.7,,
366977850,2017-12-12T00:00:05,33.73415,-118.26345,0.0,43.8,511.0,GLADYS S,,WDB9526,1012,0,27.43,6.4,,
366995980,2017-12-12T00:00:07,29.97219,-93.84488,0.0,88.4,511.0,CITY OF FREEPORT,,WDC2648,1025,0,20.57,8.5,,57
369284000,2017-12-12T00:00:07,29.13931,-93.80007,12.5,99.9,98.0,SEACOR MARLIN,IMO9823601,WDJ6273,1010,0,67.36,14.7,,
357977000,2017-12-12T00:00:03,38.14757,-121.69037,10.6,11.9,14.0,RISING SUN,IMO9700574,3ERF8,1004,0,179.99,28.2,,
366896060,2017-12-12T00:00:04,29.72052,-93.86512,0.0,272.5,239.0,SABINE BANK PILOT,,WDB4218,1005,0,21.64,5.2,,
367019860,2017-12-12T00:00:04,29.35531,-90.24993,0.0,360.0,511.0,LIA JANE,IMO8660507,WDC4148,1001,2,26.91,7.9,,
367577390,2017-12-12T00:00:04,27.85442,-97.23779,0.7,118.6,511.0,SIGNET MAGIC,IMO9706853,WDG8427,1025,0,24.38,10.97,,
366813530,2017-12-12T00:00:04,34.24450,-119.26494,0.0,0.0,511.0,ISLANDER,,WDA4825,1012,0,19.72,7.2,,
316001803,2017-12-12T00:00:04,43.42542,-78.66265,10.8,72.7,74.0,CAPT HENRY JACKMAN,IMO8006323,VCTV,1004,0,222.5,23.22,,
538005124,2017-12-12T00:00:03,28.62210,-87.98455,0.0,281.3,315.0,DEEPWATER PROTEUS,IMO9675171,V7BE3,1007,3,238,,,
367504980,2017-12-12T00:00:04,29.75002,-95.10627,0.0,240.3,320.0,SID MOLLER,,WDF9421,1025,0,26.15,9.8,,
367597230,2017-12-12T00:00:04,40.74061,-74.01243,0.0,223.6,275.0,FDNY 343,,WDH2404,1018,15,38.07,,,
367685540,2017-12-12T00:00:05,38.42524,-82.59597,3.9,148.6,511.0,WILLIAM B,,WDI3157,1025,0,16.09,,,
367421230,2017-12-12T00:00:09,57.04402,-135.28522,0.0,181.3,511.0,ST RUFINA,,WDE9783,1012,15,23.56,8.1,,
367484250,2017-12-12T00:00:07,29.78799,-95.08047,0.0,258.3,336.0,SAVAGE FOUNDER,,WDF7413,1025,0,25.76,10.7,,
366988450,2017-12-12T00:00:04,29.93873,-90.00635,0.0,263.6,511.0,WENDY C,,WDI9985,1025,15,18.84,7.3,,
367488450,2017-12-12T00:00:06,33.61400,-117.92704,0.0,0.0,511.0,THE ONE,,WDF7817,1019,,12.83,4.1,,
367772590,2017-12-12T00:00:06,29.96373,-93.85553,6.3,16.5,17.0,MARGARET ANNE,,WDJ3914,1025,0,,,,
367492340,2017-12-12T00:00:06,24.78994,-82.25855,3.0,271.7,511.0,BIG DADDY,IMO9242261,WDF8190,1001,15,23.95,7.3,,30
367744170,2017-12-12T00:00:06,47.65888,-122.37918,0.0,281.3,182.0,LADY ROSEMARY,IMO7730317,WDI8989,1001,0,23.47,6.84,,
367699290,2017-12-12T00:00:06,38.32710,-85.65688,0.0,360.0,511.0,KEVIN MICHAEL,,WDI4500,1025,15,16.76,6.7,,
367506050,2017-12-12T00:00:06,40.64576,-74.09562,0.0,278.6,239.0,HUNTING CREEK,IMO9569475,WDF9526,1025,0,29.16,9.75,,
367445570,2017-12-12T00:00:07,47.92276,-122.68467,0.0,360.0,511.0,ALASKA QUEST,,WDF3915,1013,0,20.27,5.5,,
367546860,2017-12-12T00:00:09,35.07923,-90.12997,0.0,278.0,511.0,BILL WEPFER,,WDG5456,1025,15,16.76,,,
367612510,2017-12-12T00:00:09,29.13016,-90.20157,0.0,326.9,340.0,HOS CRESTVIEW,IMO9647631,WDH3938,1010,0,97.4,19.5,,
367388530,2017-12-12T00:00:09,37.25315,-76.52803,0.0,272.3,511.0,FORT BRAGG,IMO8943935,WDE7065,1025,0,27.83,9.8,,
367765150,2017-12-12T00:00:11,29.39068,-91.36808,0.8,234.4,511.0,BELINDA B,,WDJ3137,1005,,,,,
367588830,2017-12-12T00:00:10,37.80723,-122.44159,0.0,300.8,511.0,SANARY-SUR-MER,,WDG9542,1019,,13.47,,,
366760650,2017-12-12T00:00:00,33.71435,-118.25606,8.8,277.8,279.0,LEADER,IMO9188568,WCY8495,1025,0,31.39,10.97,4.3,52
36704740,2017-12-12T00:00:00,30.21816,-89.86679,0.0,0.0,511.0,LITTLE BOB,IMO0000001,WAJ2546,52,0,17,7,3.0,52
367733180,2017-12-12T00:00:00,34.06667,-76.96234,11.8,229.5,511.0,MISS CHRIS,,WDI7886,1012,15,19.81,6.4,,
366937010,2017-12-12T00:00:00,30.50982,-91.23860,0.0,288.5,511.0,MISS KATHY,,WDB7137,1025,0,39.68,11.6,,
366960460,2017-12-12T00:00:00,29.83069,-93.96238,0.0,298.0,511.0,F LOGAN,,WDB8561,1025,0,17.4,7.3,,
367598980,2017-12-12T00:00:01,35.64499,-89.88099,4.8,333.8,511.0,CAPT PHILLIP BOX,,WDH2571,1025,5,40.66,,,
255805979,2017-12-12T00:00:01,28.36674,-88.85089,13.9,130.5,134.0,INDUSTRIAL SONG,IMO9750464,CQIJ7,1016,0,,,,
367503240,2017-12-12T00:00:00,29.97309,-93.84730,0.0,222.6,324.0,SAVAGE INSIGHT,,WDF9252,1025,0,28.22,10.4,,
367640610,2017-12-12T00:00:01,29.71976,-94.11547,4.5,225.8,511.0,BEN STRAFUSS,,WDH6685,1025,5,22.86,,,
367106750,2017-12-12T00:00:00,29.71826,-95.23753,0.0,295.5,241.0,BOYD GOLDING,,WDC9793,1025,12,22.56,10.1,,32
367663560,2017-12-12T00:00:01,29.72928,-95.05450,0.0,31.6,150.0,LYNNE,,WDH8988,1025,12,21.95,,,
367532910,2017-12-12T00:00:00,35.17835,-90.06125,5.8,358.0,0.0,DAVID M O'LOUGHLIN,IMO8846187,WDG4094,1025,0,53.64,13.72,,
367704150,2017-12-12T00:00:00,33.73422,-118.27727,0.0,360.0,511.0,KRISTINA,,WDI5000,1012,0,23.74,6.3,,
367651440,2017-12-12T00:00:01,43.65672,-70.24865,0.0,360.0,511.0,AUCOCISCO III,,WDH7764,1012,0,31.64,9.5,,
367766860,2017-12-12T00:00:01,34.54944,-120.84717,5.6,168.9,511.0,SEANA C,,WDJ3319,1025,0,21.43,7.3,,
367463060,2017-12-12T00:00:00,47.33182,-122.50777,0.0,22.8,12.0,WSF CHETZEMOKA,IMO9347669,WDF5502,1012,0,83.39,19.5,,
367442720,2017-12-12T00:00:01,26.80918,-79.81570,9.1,47.6,103.0,LAURA BELLE,,WDF3673,1019,,12.74,4.3,,
366874960,2017-12-12T00:00:00,29.77165,-95.10198,0.0,295.5,511.0,JOEL SMITH,IMO8644424,WDB2350,1025,0,23.77,8.53,,0
367306490,2017-12-12T00:00:02,39.26483,-76.57196,0.0,304.4,511.0,HARRIET MORAN,IMO7713498,WXT3652,1025,15,30.03,8.84,,
367613490,2017-12-12T00:00:00,29.09594,-89.27800,9.7,26.0,24.0,GREAT EXPECTATIONS,IMO9703693,WDH4032,1010,0,95.71,20.12,,
565835000,2017-12-12T00:00:02,48.48051,-125.22169,14.8,89.4,91.0,PROMETHEUS LEADER,IMO9338888,9VHE9,1004,0,190.03,28.2,9.3,70
367381610,2017-12-12T00:00:01,29.40434,-90.27339,0.0,360.0,511.0,CAPT CHAD MICHAEL,,WDE6547,1012,15,29.44,7.9,,
367712660,2017-12-12T00:00:02,47.56155,-122.62465,0.0,324.8,324.0,WSF CHIMACUM,IMO9801770,WDI5854,1012,0,110.4,25.35,,
366997410,2017-12-12T00:00:03,29.56547,-90.71390,0.1,260.9,511.0,WILTON LEBOEUF,,WDC2763,1025,15,16.37,5.8,,
366923440,2017-12-12T00:00:04,41.29383,-71.52633,15.6,8.6,8.0,CAROL JEAN,,WST2175,1012,0,51.02,11.9,,
367148470,2017-12-12T00:00:04,28.40900,-80.66506,0.0,0.0,511.0,MEGAN BEYEL,,WCZ2412,1025,0,32.58,7.9,,
367559840,2017-12-12T00:00:04,29.93238,-90.34223,5.8,267.6,511.0,MS DANIELLE,,WDG6707,1025,15,19.81,,,31
246865000,2017-12-12T00:00:05,18.45226,-66.11155,8.2,143.8,148.0,AVONBORG,IMO9466362,PCOF,1004,0,142.92,21.54,,
316330000,2017-12-12T00:00:03,46.94089,-84.91046,12.6,340.6,341.0,ACADIA DESGAGNES,IMO9651541,CFES,1004,0,119.8,18.2,,
369997000,2017-12-12T00:00:06,29.87331,-89.90072,0.0,289.4,20.0,BENYAURD,,AEEB,1025,15,51.82,0,,32
367005130,2017-12-12T00:00:06,41.19287,-72.99533,1.4,245.2,511.0,GULF DAWN,IMO6709725,WCY2448,1025,12,29.11,8.23,,
367615320,2017-12-12T00:00:05,39.11905,-84.70821,0.0,208.2,232.0,DISCOVERY,,WDH4210,1025,0,18.29,,,
367772180,2017-12-12T00:00:07,29.78480,-95.07221,0.0,262.3,45.0,JOE LOCHRICO,,WDJ3868,1025,0,,,,
310563000,2017-12-12T00:00:07,25.63645,-79.65255,14.4,139.8,145.0,ARCHIMEDES,IMO1009637,ZCDY4,1019,0,70.6,13.3,,
367668450,2017-12-12T00:00:05,40.70479,-73.97274,0.0,0.0,511.0,WILLIAM M FEEHAN,,WDH9474,,0,,,,
367016920,2017-12-12T00:00:09,42.60932,-73.76260,0.0,302.0,511.0,MARGOT,IMO5222043,WDC3949,1025,0,27.56,7.37,,31
352133000,2017-12-12T00:00:11,54.44558,-166.24950,11.0,274.0,278.0,GLOBAL GARLAND,IMO9378838,3FLY7,1004,0,175.53,29.4,,
367507790,2017-12-12T00:00:11,28.15948,-89.32206,11.2,86.2,86.0,HARVEY SUPPORTER,IMO9581227,WDF9689,1010,0,89.03,19.51,,
367012530,2017-12-12T00:00:09,39.71705,-75.51759,0.0,278.0,511.0,CAPT HARRY,IMO9266401,WDC3690,1025,0,24.37,9.75,4.0,52
367602770,2017-12-12T00:00:09,37.20006,-88.43565,0.0,202.0,330.0,NEW BLAINE,,WDH2945,1025,0,14.02,,,
338091307,2017-12-12T00:00:07,30.51589,-91.20301,0.0,278.4,511.0,BIG BEAR,,,1005,15,25.3,6,,
316021279,2017-12-12T00:00:08,48.43139,-123.42928,0.0,282.2,43.0,CFAV GLENDALE,,CGQD,,2,28.19,,,
367646910,2017-12-12T00:00:07,37.51226,-122.19285,0.0,0.0,511.0,DESTINY,,WDH7312,1019,,13.41,,,
367792310,2017-12-12T00:00:08,37.89110,-87.85912,0.0,323.2,149.0,KYLIE BROWN,,WDJ5894,1025,15,,,,
367317830,2017-12-12T00:00:08,39.76142,-74.10973,0.0,360.0,511.0,SOUTH BAY,,WDD9901,,15,,,,
366804020,2017-12-12T00:00:06,29.84641,-90.02756,5.9,52.2,511.0,CROSBY EXPLORER,,WDA3940,1025,0,18.5,7.9,,
367577650,2017-12-12T00:00:00,17.95657,-66.29160,0.0,135.1,511.0,FUJIMO,,WDG8450,1019,,12.8,,,
338032837,2017-12-12T00:00:02,33.98326,-118.44872,0.0,360.0,511.0,FANTASEA ONE,IMO303174162,WCZ2107,60,15,27,10,,
367001540,2017-12-12T00:00:00,29.10995,-90.47432,0.1,294.0,511.0,MISS ANNE,,WTN4465,1012,0,18.29,6.1,,
319051900,2017-12-12T00:00:02,26.11697,-80.10730,0.0,275.0,511.0,ORSO 3,,ZGDG5,,,12.19,,,
367768450,2017-12-12T00:00:03,29.94008,-90.36445,0.1,7.5,511.0,SOUTH CAROLINA,,WDJ3489,1025,0,,,,
209532000,2017-12-12T00:00:03,38.88653,-76.39564,12.0,6.8,7.0,MERCURIUS,IMO9580091,5BCU3,1004,0,180,30,,
367703090,2017-12-12T00:00:04,38.53864,-90.25571,0.0,11.0,511.0,JIM MARKO,,WDI4888,1025,0,20.24,7.3,,
366939130,2017-12-12T00:00:04,29.93447,-93.14750,3.4,272.6,511.0,GERARD D,,WTG3761,1025,0,18.35,7,,
367434340,2017-12-12T00:00:04,38.47932,-90.28096,0.0,299.0,511.0,COAL EXPRESS,IMO531050000,WDF3001,31,0,27,10,3.2,31
367519290,2017-12-12T00:00:05,36.82332,-76.28830,0.0,268.2,511.0,CAPT WOODY,,WDG2789,1025,12,16.43,6.1,,
636017455,2017-12-12T00:00:05,37.80205,-74.75971,13.6,205.4,205.0,SBI PHOEBE,IMO9704855,D5LA7,1004,0,199.99,,,
367005340,2017-12-12T00:00:06,29.70826,-95.04706,0.0,0.0,511.0,CREOLE CRUSADER,,WDC3291,1025,0,21.52,8.5,,
367748030,2017-12-12T00:00:04,29.73386,-95.13044,1.3,87.5,74.0,LAURA B,IMO9794214,WDI9376,1025,0,,,,
367458640,2017-12-12T00:00:06,24.77200,-80.56554,6.3,235.3,511.0,RIO BRAVO,IMO8333207,WDF5037,1025,0,30.46,9,,
367431060,2017-12-12T00:00:07,29.20977,-95.03972,6.3,56.0,511.0,BERNARD P,IMO8987371,WDF2713,1025,15,17.22,6.7,,
366986320,2017-12-12T00:00:06,38.57120,-90.23199,0.0,328.3,511.0,JILL CAROLYN,,WDC2001,1025,15,18.59,7.3,,
319589000,2017-12-12T00:00:07,26.13939,-80.10912,0.0,296.4,197.0,LORETTA ANNE,IMO1011800,ZGCA5,1019,5,47.1,9.19,,
367451560,2017-12-12T00:00:08,32.72391,-117.22455,0.0,19.4,511.0,ORCINIUS,,WDF4409,1019,,13.62,7.7,,
367598440,2017-12-12T00:00:07,29.54860,-89.80580,0.0,272.2,511.0,ELIE CHERAMIE,,WDH2520,1025,0,20.73,,,
366996770,2017-12-12T00:00:08,29.62531,-94.32277,3.9,62.4,511.0,LOUIE LEONE,,WDC2719,1025,0,31.55,9.8,,
367389230,2017-12-12T00:00:07,48.51926,-122.62369,0.0,283.6,348.0,GUEMES,,WDE7121,1012,15,37.8,10.2,,
367041530,2017-12-12T00:00:11,55.35047,-131.68317,0.0,0.0,511.0,HAIDA CHIEF,IMO7316381,WSB7849,1002,15,23.01,6.5,,
367157580,2017-12-12T00:00:00,57.78590,-152.41057,0.5,280.4,511.0,POINT OMEGA,,WDD5390,1001,,20.51,6.7,,
367005760,2017-12-12T00:00:00,32.38616,-90.88375,0.0,274.1,511.0,MELVIN L KING,,WUT9921,1025,0,23.68,9.8,,
367516690,2017-12-12T00:00:00,30.69446,-88.03482,0.0,298.8,511.0,PATOKA,,WDG2543,1025,0,24.72,,,
367431640,2017-12-12T00:00:00,29.67263,-91.22885,8.7,236.3,511.0,SEA BULL,,WDF2765,1025,15,18.29,7.3,,52
367702540,2017-12-12T00:00:00,30.66843,-88.02928,0.0,351.6,346.0,SAFETY STAR,,WDI4837,1025,0,21.34,8.5,,
338174000,2017-12-12T00:00:01,28.91663,-88.53837,1.9,37.9,18.0,MS CHARLOTTE,IMO9704269,WDH3574,1010,0,84.15,18.29,,
636016971,2017-12-12T00:00:01,25.43380,-90.45922,13.0,278.9,278.0,ARAGONA,IMO9729556,D5IQ9,1004,0,199.98,,,
316009547,2017-12-12T00:00:00,48.95403,-123.67545,9.0,43.1,42.0,KUPER,IMO9029267,CFN4618,1012,0,52.21,16.77,,
367482960,2017-12-12T00:00:02,26.25315,-80.09000,0.0,187.6,5.0,BRIER PATCH,,WDF7286,1019,0,21.95,,,
367375120,2017-12-12T00:00:01,60.54444,-145.76500,0.0,0.0,96.0,PACIFIC SOJOURN,IMO8856431,WDE6045,1001,0,18.35,7.32,,
367466930,2017-12-12T00:00:03,39.31243,-74.53851,0.0,317.7,511.0,SWIFT RUNNER,,WDF5760,1012,,14.17,4.4,,
367130910,2017-12-12T00:00:03,41.45560,-70.59940,0.1,72.0,262.0,ISLAND HOME,IMO9410478,WDD3413,1012,0,77.72,19.5,,
367109110,2017-12-12T00:00:03,29.05330,-90.10064,5.2,256.8,511.0,STONE EXPLORER,,WDC9954,1025,0,28.65,9.8,,
366425240,2017-12-12T00:00:02,46.90637,-124.10701,0.0,256.0,130.0,JAMIE MARIE,IMO8807296,WDE7178,1001,15,23.84,7.92,,
367483860,2017-12-12T00:00:04,29.04451,-90.14193,4.9,224.1,511.0,HOUMA,IMO8765943,WDF7373,1010,0,27.73,19.81,,
367015880,2017-12-12T00:00:00,41.63562,-70.91752,0.0,0.0,511.0,ROBERT IV,,WDC3892,1025,15,16.98,6.7,,
367309090,2017-12-12T00:00:00,29.10222,-94.84069,2.1,236.7,511.0,,,,,,,,,
338100616,2017-12-12T00:00:00,32.49697,-80.68005,0.0,24.5,511.0,,,,,,,,,
367581670,2017-12-12T00:00:00,33.99269,-88.51018,1.9,162.0,146.0,BIG A,,WDG8847,1025,0,30.33,10.2,,
367568020,2017-12-12T00:00:00,42.73307,-73.69155,0.0,250.4,511.0,FRANCES,IMO5119246,WDG7509,1025,0,25.85,,,
367642290,2017-12-12T00:00:00,37.91368,-122.35023,0.0,182.3,511.0,FERAL,,WDH6856,,,,,,
366983010,2017-12-12T00:00:01,30.05847,-93.62734,6.1,96.0,511.0,,,,,0,,,,
367552680,2017-12-12T00:00:00,29.95148,-90.38677,0.0,322.2,306.0,PAT GOLDING,,WDG6021,1025,0,27.49,,,
366962220,2017-12-12T00:00:01,31.12850,-81.51750,2.7,312.3,511.0,CAPE CHARLES,IMO7237509,WCJ9411,1025,0,30.71,9.45,,
338926281,2017-12-12T00:00:01,21.31552,-157.87777,3.8,213.1,511.0,,,,,15,,,,
366997750,2017-12-12T00:00:00,29.78692,-95.06917,1.1,59.9,511.0,FATHER SEELOS,IMO8991011,WDC2789,1025,0,22.56,10.06,,
367615820,2017-12-12T00:00:01,46.20578,-123.38676,0.0,0.0,511.0,,,,,0,,,,
367701130,2017-12-12T00:00:01,43.34457,-124.32083,0.0,56.9,511.0,CAP ELZA,,WDI4694,1001,,19.26,5.4,,
367029520,2017-12-12T00:00:02,41.28945,-72.36172,0.0,0.0,511.0,MICHIGAN,IMO8639388,WAM5786,1005,15,45.72,13.25,2.3,0
367630830,2017-12-12T00:00:02,29.17982,-95.09164,6.9,230.2,227.0,TUG DEVALL,,WDH5726,1025,15,19.51,,,
367568460,2017-12-12T00:00:02,41.04647,-73.13123,17.0,339.8,511.0,GRAND REPUBLIC,IMO8986145,WDG7555,1012,15,93.26,15.84,,
367643790,2017-12-12T00:00:02,26.08186,-80.11624,0.0,267.9,511.0,TATE MCALLISTER,IMO9743461,WDH7005,1025,0,28.34,11.51,,
367126910,2017-12-12T00:00:02,26.89894,-97.05611,3.1,196.9,511.0,HERMOSA CRUZ,IMO8854354,WDJ3460,1001,,21.34,6.1,,
316011730,2017-12-12T00:00:02,49.12814,-122.30156,0.0,29.4,35.0,,,,,0,,,,
367078420,2017-12-12T00:00:02,41.90684,-80.79470,0.0,0.0,511.0,,,,,5,,,,
367649360,2017-12-12T00:00:01,29.39719,-94.75631,0.1,234.0,46.0,SAMMY CENAC,,WDH7565,1025,0,21,,,
316003800,2017-12-12T00:00:01,48.90839,-123.07663,6.6,315.2,315.0,SEASPAN KING,IMO6823052,VGXJ,1025,0,40.59,10.22,,
338165129,2017-12-12T00:00:04,41.74803,-124.18340,0.0,196.5,511.0,,,,,15,,,,
373105000,2017-12-12T00:00:04,29.85252,-93.94552,9.6,219.6,221.0,,,,,0,,,,
366941870,2017-12-12T00:00:04,30.68411,-88.03735,0.0,312.8,2.0,SAN JOSE,,WCX2229,1025,0,18.9,7.9,,
538006302,2017-12-12T00:00:04,42.38693,-126.12245,13.6,359.0,358.0,SONGA PRIDE,IMO9693824,V7LM8,1024,0,,,,
